uid,numid,word,category,role,definition1,definition2,example1,example2,example3,example4,example5,bengali_def,bengali_ex1,bengali_ex2,bengali_ex3,refword,usage,review_note,comment,creation_date,active
169,4.00,Fortify,1,Transitive Verb,To make a place or structure stronger and more resistant.,,They worked through the night to fortify the defences.,,,,,Bengali translation of Fortify,,,,,1,False,,2025-05-26 14:08:16,True
170,345.60,Behind the times,2,Idiomatic Expression,Old-fashioned; not keeping up with modern ideas or developments.,,An example sentence using Behind the times in context.,,,,,Bengali translation of Behind the times,,,,,3,False,,2025-10-30 14:08:16,True
171,345.70,Scale back,3,Phrasal Verb,To search for information in a reference source.,To visit someone after a period of absence.,Look up the word if you are unsure of its meaning.,She promised to look him up the next time she was in the city.,,,,Bengali translation of Look up,,,,,0,False,,2025-12-17 14:08:16,True
172,4.00,Suppress,1,Transitive Verb,To make a place or structure stronger and more resistant.,,They worked through the night to fortify the defences.,,,,,,,,,,1,False,,2026-03-04 14:08:16,True
173,345.80,Under the radar,2,Idiomatic Expression,Without being noticed or detected by others.,,The initiative had been operating under the radar for almost a year.,,,,,,,,,,3,True,,2025-06-21 14:08:16,True
174,345.90,Take off,3,Phrasal Verb,The meaning or usage of Give up.,,An example sentence using Give up in context.,,,,,,,,,,0,False,,2026-04-12 14:08:16,True
175,4.00,Torment,1,Transitive Verb,To make a place or structure stronger and more resistant.,,,,,,,Bengali translation of Fortify,,,,,1,True,,2025-07-10 14:08:16,True
176,346.00,Pass the buck,2,Idiomatic Expression,To say exactly what one means without unnecessary preamble.,,,,,,,Bengali translation of Get straight to the point,,,,,0,False,,2025-05-31 14:08:16,True
177,346.10,Charged with,3,Appropriate Preposition,The correct preposition following 'charged' in a legal context.,,,,,,,Bengali translation of Charged with,,,,,2,False,,2025-11-18 14:08:16,True
178,4.00,Undermine,1,Transitive Verb,,,They worked through the night to fortify the defences.,,,,,Bengali translation of Fortify,,,,,1,True,,2025-11-03 14:08:16,True
179,346.20,Rub salt in the wound,2,Idiomatic Expression,,,An example sentence using Pull one's weight in context.,,,,,Bengali translation of Pull one's weight,,,,,0,False,,2025-05-01 14:08:16,True
180,346.30,Hold on,3,Phrasal Verb,,,An example sentence using Hold on in context.,,,,,Bengali translation of Hold on,,,,,3,True,,2025-10-17 14:08:16,True
181,4.00,Vindicate,1,Transitive Verb,To make a place or structure stronger and more resistant.,,,,,,,,,,,,1,False,,2025-06-26 14:08:16,True
182,346.40,Talk in circles,2,Idiomatic Expression,To keep discussing something without making progress or reaching a conclusion.,,,,,,,,,,,,3,True,,2025-05-15 14:08:16,True
183,346.50,Look up to,3,Phrasal Verb,To admire and respect someone.,,,,,,,,,,,,0,True,,2026-03-18 14:08:16,True
184,4.00,Wield,1,Transitive Verb,,,They worked through the night to fortify the defences.,,,,,,,,,,1,False,,2025-12-29 14:08:16,True
185,346.60,Play it safe,2,Idiomatic Expression,,,An example sentence using Play it safe in context.,,,,,,,,,,0,False,,2025-04-16 14:08:16,True
186,346.70,Use up,3,Phrasal Verb,,,An example sentence using Catch up in context.,,,,,,,,,,0,False,,2025-08-30 14:08:16,True
187,4.00,Appease,1,Transitive Verb,,,,,,,,Bengali translation of Fortify,,,,,1,False,,2026-02-20 14:08:16,True
188,346.80,Skate on thin ice,2,Idiomatic Expression,,,,,,,,Bengali translation of Mundane preoccupations,,,,,2,False,,2025-08-14 14:08:16,True
189,346.90,Preoccupied with,3,Appropriate Preposition,,,,,,,,Bengali translation of Preoccupied with,,,,,0,False,,2026-02-05 14:08:16,True
190,2.00,Demotion,1,Common Noun,A reduction in rank or status.,,The demotion came as a shock to everyone in the department.,,,,,Bengali translation of Demotion,,,,,0,True,,2026-03-30 14:08:16,True
191,34.00,Take the wind out of one's sails,2,Idiomatic Expression,To keep discussing something without making progress or reaching a conclusion.,,An example sentence using Talk in circles in context.,,,,,Bengali translation of Talk in circles,,,,,3,False,,2025-08-07 14:08:16,True
192,36.00,Run into,3,Phrasal Verb,To meet someone unexpectedly.,To encounter a problem or obstacle.,I ran into my old professor at the conference.,The project ran into serious funding issues in the third quarter.,,,,Bengali translation of Run into,,,,,0,False,,2025-08-27 14:08:16,True
193,2.00,Acrimony,1,Common Noun,A reduction in rank or status.,,The demotion came as a shock to everyone in the department.,,,,,,,,,,0,False,,2025-04-25 14:08:16,True
194,34.00,Use one's loaf,2,Idiomatic Expression,To keep discussing something without making progress or reaching a conclusion.,,An example sentence using Talk in circles in context.,,,,,,,,,,3,False,,2025-08-06 14:08:16,True
195,36.00,Run into,3,Phrasal Verb,To meet someone unexpectedly.,To encounter a problem or obstacle.,I ran into my old professor at the conference.,The project ran into serious funding issues in the third quarter.,,,,,,,,,0,False,,2025-05-11 14:08:16,True
196,2.00,Brevity,1,Common Noun,A reduction in rank or status.,,,,,,,Bengali translation of Demotion,,,,,0,False,,2025-06-27 14:08:16,True
197,34.00,Wear one's heart on one's sleeve,2,Idiomatic Expression,To keep discussing something without making progress or reaching a conclusion.,,,,,,,Bengali translation of Talk in circles,,,,,3,False,,2025-10-06 14:08:16,True
198,36.00,Veer off,3,Phrasal Verb,To meet someone unexpectedly.,To encounter a problem or obstacle.,,,,,,Bengali translation of Run into,,,,,0,False,,2025-12-07 14:08:16,True
199,2.00,Clemency,1,Common Noun,,,The demotion came as a shock to everyone in the department.,,,,,Bengali translation of Demotion,,,,,0,False,,2025-05-31 14:08:16,True
200,34.00,Bark up the wrong tree,2,Idiomatic Expression,,,An example sentence using Talk in circles in context.,,,,,Bengali translation of Talk in circles,,,,,3,False,,2025-04-13 14:08:16,True
201,36.00,Wind down,3,Phrasal Verb,,,I ran into my old professor at the conference.,The project ran into serious funding issues in the third quarter.,,,,Bengali translation of Run into,,,,,0,True,,2026-03-18 14:08:16,True
202,2.00,Disdain,1,Common Noun,A reduction in rank or status.,,,,,,,,,,,,0,False,,2025-04-29 14:08:16,True
203,34.00,Carry the day,2,Idiomatic Expression,To keep discussing something without making progress or reaching a conclusion.,,,,,,,,,,,,3,False,,2025-11-26 14:08:16,True
204,36.00,Zero in,3,Phrasal Verb,To meet someone unexpectedly.,To encounter a problem or obstacle.,,,,,,,,,,,0,True,,2025-07-01 14:08:16,True
205,2.00,Empathy,1,Common Noun,,,The demotion came as a shock to everyone in the department.,,,,,,,,,,0,True,,2025-10-28 14:08:16,True
206,34.00,Do the heavy lifting,2,Idiomatic Expression,,,An example sentence using Talk in circles in context.,,,,,,,,,,3,False,,2026-02-09 14:08:16,True
207,36.00,Blot out,3,Phrasal Verb,,,I ran into my old professor at the conference.,The project ran into serious funding issues in the third quarter.,,,,,,,,,0,False,,2025-06-10 14:08:16,True
208,2.00,Frugality,1,Common Noun,,,,,,,,Bengali translation of Demotion,,,,,0,True,,2025-09-29 14:08:16,True
209,34.00,Earn one's stripes,2,Idiomatic Expression,,,,,,,,Bengali translation of Talk in circles,,,,,3,False,,2026-03-24 14:08:16,True
210,36.00,Carry on,3,Phrasal Verb,,,,,,,,Bengali translation of Run into,,,,,0,False,,2025-12-18 14:08:16,True
211,1.00,Tendency,1,Common Noun,An inclination towards a particular kind of thought or action.,,She had a tendency to overthink every decision.,,,,,ঝোঁক; কোনো নির্দিষ্ট দিকে স্বাভাবিকভাবে ঝুঁকে পড়ার প্রবণতা।,,,,,0,True,,2025-10-25 14:08:16,True
212,347.00,Bite the bullet,2,Idiomatic Expression,The meaning or usage of Bite the bullet.,,An example sentence using Bite the bullet in context.,,,,,Bengali translation of Bite the bullet,,,,,3,True,,2025-07-01 14:08:16,True
213,347.10,Deal with,3,Phrasal Verb,The meaning or usage of Catch up.,,An example sentence using Catch up in context.,,,,,Bengali translation of Catch up,,,,,0,False,,2025-08-10 14:08:16,True
214,1.00,Tendency,1,Common Noun,An inclination towards a particular kind of thought or action.,,She had a tendency to overthink every decision.,,,,,,,,,,0,False,,2025-10-03 14:08:16,True
215,347.20,In broad daylight,2,Idiomatic Expression,"Done openly and without concealment, during the day.",,An example sentence using In broad daylight in context.,,,,,,,,,,0,False,,2025-05-12 14:08:16,True
216,347.30,Ease into,3,Phrasal Verb,The meaning or usage of Seek out.,,An example sentence using Seek out in context.,,,,,,,,,,0,False,,2025-07-21 14:08:16,True
217,1.00,Gravity,1,Common Noun,An inclination towards a particular kind of thought or action.,,,,,,,ঝোঁক; কোনো নির্দিষ্ট দিকে স্বাভাবিকভাবে ঝুঁকে পড়ার প্রবণতা।,,,,,0,False,,2025-06-25 14:08:16,True
218,347.40,Fight tooth and nail,2,Idiomatic Expression,More advanced than current trends; at the cutting edge.,,,,,,,Bengali translation of Ahead of the curve,,,,,3,False,,2026-01-18 14:08:16,True
219,347.50,Slack off,3,Phrasal Verb,To reduce one's level of effort; to become lazier.,,,,,,,Bengali translation of Slack off,,,,,3,True,,2025-08-26 14:08:16,True
220,1.00,Heresy,1,Common Noun,,,She had a tendency to overthink every decision.,,,,,ঝোঁক; কোনো নির্দিষ্ট দিকে স্বাভাবিকভাবে ঝুঁকে পড়ার প্রবণতা।,,,,,0,True,,2025-04-14 14:08:16,True
221,347.60,Go back to square one,2,Idiomatic Expression,,,Cut to the chase â do we have the funding or not?,,,,,Bengali translation of Cut to the chase,,,,,3,False,,2025-12-13 14:08:16,True
222,347.70,Fade out,3,Phrasal Verb,,,The team buckled down after the manager's firm warning.,,,,,Bengali translation of Buckle down,,,,,3,False,,2025-12-23 14:08:16,True
223,1.00,Insolence,1,Common Noun,An inclination towards a particular kind of thought or action.,,,,,,,,,,,,0,False,,2026-02-13 14:08:16,True
224,347.80,Take to task,2,Idiomatic Expression,To reprimand or criticise someone for a fault or shortcoming.,,,,,,,,,,,,0,False,,2026-02-07 14:08:16,True
225,347.90,Keen on,3,Appropriate Preposition,The meaning or usage of Suited to.,,,,,,,,,,,,0,True,,2025-10-05 14:08:16,True
226,1.00,Jeopardy,1,Common Noun,,,She had a tendency to overthink every decision.,,,,,,,,,,0,True,,2025-04-15 14:08:16,True
227,348.00,Hold all the cards,2,Idiomatic Expression,,,An example sentence using Pull one's weight in context.,,,,,,,,,,0,False,,2025-05-29 14:08:16,True
228,348.10,Gear up,3,Phrasal Verb,,,An example sentence using Seek out in context.,,,,,,,,,,0,False,,2026-02-10 14:08:16,True
229,1.00,Lethargy,1,Common Noun,,,,,,,,ঝোঁক; কোনো নির্দিষ্ট দিকে স্বাভাবিকভাবে ঝুঁকে পড়ার প্রবণতা।,,,,,0,True,,2026-01-01 14:08:16,True
230,348.20,Turn a blind eye,2,Idiomatic Expression,,,,,,,,Bengali translation of Turn a blind eye,,,,,0,False,,2026-02-14 14:08:16,True
231,348.30,Set off,3,Phrasal Verb,,,,,,,,Bengali translation of Set off,,,,,0,False,,2025-11-11 14:08:16,True
232,1.20,Bent,1,Common Noun,A natural talent or inclination towards something.,,He had a natural bent for mathematics from an early age.,,,,,Bengali translation of Bent,,,,,3,False,,2025-05-04 14:08:16,True
233,348.40,Iron out the kinks,2,Idiomatic Expression,To keep discussing something without making progress or reaching a conclusion.,,An example sentence using Talk in circles in context.,,,,,Bengali translation of Talk in circles,,,,,3,False,,2025-07-28 14:08:16,True
234,348.50,Hang back,3,Phrasal Verb,To search for information in a reference source.,To visit someone after a period of absence.,Look up the word if you are unsure of its meaning.,She promised to look him up the next time she was in the city.,,,,Bengali translation of Look up,,,,,0,False,,2026-03-02 14:08:16,True
235,1.20,Malice,1,Common Noun,A natural talent or inclination towards something.,,He had a natural bent for mathematics from an early age.,,,,,,,,,,3,False,,2026-02-28 14:08:16,True
236,348.60,Jump through hoops,2,Idiomatic Expression,To refuse to change one's position or be moved by pressure.,,An example sentence using Stand firm in context.,,,,,,,,,,0,False,,2026-01-17 14:08:16,True
237,348.70,Liable for,3,Appropriate Preposition,The meaning or usage of Obsessed with.,,An example sentence using Obsessed with in context.,,,,,,,,,,0,False,,2025-11-25 14:08:16,True
238,1.20,Negligence,1,Common Noun,A natural talent or inclination towards something.,,,,,,,Bengali translation of Bent,,,,,3,False,,2025-10-07 14:08:16,True
239,348.80,Keep the ball rolling,2,Idiomatic Expression,To refuse to change one's position or be moved by pressure.,,,,,,,Bengali translation of Stand firm,,,,,0,True,,2025-07-07 14:08:16,True
240,348.90,Ink out,3,Phrasal Verb,The meaning or usage of Bring about.,,,,,,,Bengali translation of Bring about,,,,,0,False,,2026-04-09 14:08:16,True
241,1.20,Ostentation,1,Common Noun,,,He had a natural bent for mathematics from an early age.,,,,,Bengali translation of Bent,,,,,3,False,,2026-01-07 14:08:16,True
242,349.00,Leave no stone unturned,2,Idiomatic Expression,,,An example sentence using Out of the ordinary in context.,,,,,Bengali translation of Out of the ordinary,,,,,0,False,,2025-07-24 14:08:16,True
243,349.10,Jump at,3,Phrasal Verb,,,An example sentence using Give away in context.,,,,,Bengali translation of Give away,,,,,0,True,,2025-11-01 14:08:16,True
244,1.20,Prudence,1,Common Noun,A natural talent or inclination towards something.,,,,,,,,,,,,3,False,,2025-10-03 14:08:16,True
245,349.20,Throw oneself into,2,Idiomatic Expression,To begin doing something with great enthusiasm and energy.,,,,,,,,,,,,0,False,,2026-03-31 14:08:16,True
246,349.30,Kick back,3,Phrasal Verb,The meaning or usage of Knuckle down.,,,,,,,,,,,,3,False,,2026-02-07 14:08:16,True
247,1.20,Rancor,1,Common Noun,,,He had a natural bent for mathematics from an early age.,,,,,,,,,,3,True,,2026-03-28 14:08:16,True
248,349.40,Cut corners,2,Idiomatic Expression,,,An example sentence using Cut corners in context.,,,,,,,,,,3,False,,2025-05-27 14:08:16,True
249,349.50,Accuse of,3,Appropriate Preposition,,,He was accused of negligence by the investigating board.,,,,,,,,,,0,True,,2025-07-09 14:08:16,True
250,1.20,Solitude,1,Common Noun,,,,,,,,Bengali translation of Bent,,,,,3,False,,2026-01-11 14:08:16,True
251,349.60,Move the goalposts,2,Idiomatic Expression,,,,,,,,Bengali translation of Cut corners,,,,,3,False,,2026-03-20 14:08:16,True
252,349.70,Lag behind,3,Phrasal Verb,,,,,,,,Bengali translation of Knuckle down,,,,,3,False,,2025-11-12 14:08:16,True
253,-2.00,Elevation,1,Common Noun,The raising of something to a higher position or status.,,The elevation of local talent was central to the festival's mission.,,,,,Bengali translation of Elevation,,,,,0,False,,2025-10-10 14:08:16,True
254,-34.00,Not beat around the bush,2,Idiomatic Expression,To get to the most important part of something without delay.,,Cut to the chase â do we have the funding or not?,,,,,Bengali translation of Cut to the chase,,,,,3,False,,2025-07-07 14:08:16,True
255,39.00,Mindful of,3,Appropriate Preposition,The correct preposition following 'preoccupied'.,,He seemed permanently preoccupied with what others thought of him.,,,,,Bengali translation of Preoccupied with,,,,,0,True,,2025-04-14 14:08:16,True
256,-2.00,Trepidation,1,Common Noun,The raising of something to a higher position or status.,,The elevation of local talent was central to the festival's mission.,,,,,,,,,,0,False,,2025-04-30 14:08:16,True
257,-34.00,Open a can of worms,2,Idiomatic Expression,To get to the most important part of something without delay.,,Cut to the chase â do we have the funding or not?,,,,,,,,,,3,False,,2025-07-31 14:08:16,True
258,39.00,Notorious for,3,Appropriate Preposition,The correct preposition following 'preoccupied'.,,He seemed permanently preoccupied with what others thought of him.,,,,,,,,,,0,False,,2025-04-28 14:08:16,True
259,-2.00,Anguish,1,Common Noun,The raising of something to a higher position or status.,,,,,,,Bengali translation of Elevation,,,,,0,True,,2025-06-01 14:08:16,True
260,-34.00,Put one's foot in it,2,Idiomatic Expression,To get to the most important part of something without delay.,,,,,,,Bengali translation of Cut to the chase,,,,,3,False,,2025-06-29 14:08:16,True
261,39.00,Opposed to,3,Appropriate Preposition,The correct preposition following 'preoccupied'.,,,,,,,Bengali translation of Preoccupied with,,,,,0,False,,2025-05-24 14:08:16,True
262,-2.00,Complacency,1,Common Noun,,,The elevation of local talent was central to the festival's mission.,,,,,Bengali translation of Elevation,,,,,0,True,,2026-02-10 14:08:16,True
263,-34.00,Quit while ahead,2,Idiomatic Expression,,,Cut to the chase â do we have the funding or not?,,,,,Bengali translation of Cut to the chase,,,,,3,False,,2025-05-09 14:08:16,True
264,39.00,Proud of,3,Appropriate Preposition,,,He seemed permanently preoccupied with what others thought of him.,,,,,Bengali translation of Preoccupied with,,,,,0,False,,2026-01-23 14:08:16,True
265,-2.00,Fervor,1,Common Noun,The raising of something to a higher position or status.,,,,,,,,,,,,0,False,,2025-08-01 14:08:16,True
266,-34.00,Rock the boat,2,Idiomatic Expression,To get to the most important part of something without delay.,,,,,,,,,,,,3,False,,2026-02-12 14:08:16,True
267,39.00,Reliant on,3,Appropriate Preposition,The correct preposition following 'preoccupied'.,,,,,,,,,,,,0,False,,2026-03-01 14:08:16,True
268,-2.00,Hypocrisy,1,Common Noun,,,The elevation of local talent was central to the festival's mission.,,,,,,,,,,0,False,,2025-05-16 14:08:16,True
269,-34.00,Shoot oneself in the foot,2,Idiomatic Expression,,,Cut to the chase â do we have the funding or not?,,,,,,,,,,3,False,,2025-12-10 14:08:16,True
270,39.00,Suspicious of,3,Appropriate Preposition,,,He seemed permanently preoccupied with what others thought of him.,,,,,,,,,,0,True,,2026-04-10 14:08:16,True
271,-2.00,Impudence,1,Common Noun,,,,,,,,Bengali translation of Elevation,,,,,0,False,,2025-09-17 14:08:16,True
272,-34.00,Take a back seat,2,Idiomatic Expression,,,,,,,,Bengali translation of Cut to the chase,,,,,3,True,,2025-11-13 14:08:16,True
273,39.00,Tolerant of,3,Appropriate Preposition,,,,,,,,Bengali translation of Preoccupied with,,,,,0,True,,2025-07-01 14:08:16,True
274,349.80,Enfeeble,1,Transitive Verb,To make weak or feeble; to deprive of strength.,,Years of neglect had enfeebled the once proud institution.,,,,,Bengali translation of Enfeeble,,,,,1,True,,2025-06-30 14:08:16,True
275,359.80,Under one's belt,2,Idiomatic Expression,Old-fashioned; not keeping up with modern ideas or developments.,,An example sentence using Behind the times in context.,,,,,Bengali translation of Behind the times,,,,,3,True,,2026-03-12 14:08:16,True
276,369.80,Mark down,3,Phrasal Verb,To escape from a place; to start suddenly.,,An example sentence using Break out in context.,,,,,Bengali translation of Break out,,,,,0,False,,2026-01-11 14:08:16,True
277,379.80,Affable,1,Adjective,"Friendly, good-natured, and easy to talk to.",,An example sentence using Affable in context.,,,,,,,,,,0,True,,2025-12-11 14:08:16,True
278,389.80,Venture into the unknown,2,Idiomatic Expression,The meaning or usage of Hold one's ground.,,An example sentence using Hold one's ground in context.,,,,,,,,,,0,False,,2026-03-11 14:08:16,True
279,399.80,Nail down,3,Phrasal Verb,The meaning or usage of Seek out.,,An example sentence using Seek out in context.,,,,,,,,,,0,False,,2025-12-30 14:08:16,True
280,409.80,Chatty,1,Adjective,Fond of chatting; notably talkative in a friendly way.,,,,,,,Bengali translation of Chatty,,,,,3,False,,2025-06-03 14:08:16,True
281,419.80,Win by a nose,2,Idiomatic Expression,To begin doing something with great enthusiasm and energy.,,,,,,,Bengali translation of Throw oneself into,,,,,0,False,,2025-09-20 14:08:16,True
282,429.80,Prone to,3,Appropriate Preposition,The correct preposition following 'prone'.,,,,,,,Bengali translation of Prone to,,,,,0,False,,2025-05-03 14:08:16,True
283,439.80,Expedite,1,Transitive Verb,,,The director intervened personally to expedite the approval.,,,,,Bengali translation of Expedite,,,,,1,False,,2026-02-04 14:08:16,True
284,449.80,Yield the floor,2,Idiomatic Expression,,,An example sentence using Bite the bullet in context.,,,,,Bengali translation of Bite the bullet,,,,,3,True,,2025-12-06 14:08:16,True
285,459.80,Eligible for,3,Appropriate Preposition,,,She was eligible for the scholarship based on her academic record.,,,,,Bengali translation of Eligible for,,,,,0,True,,2026-04-05 14:08:16,True
286,469.80,Fruitless,1,Adjective,The meaning or usage of Fruitless.,,,,,,,,,,,,0,True,,2025-07-13 14:08:16,True
287,479.80,Zero in on the issue,2,Idiomatic Expression,To do something without real effort or interest; to perform mechanically.,,,,,,,,,,,,3,False,,2025-10-24 14:08:16,True
288,489.80,Unaware of,3,Appropriate Preposition,The meaning or usage of Obsessed with.,,,,,,,,,,,,0,False,,2025-08-27 14:08:16,True
289,499.80,Erratic,1,Adjective,,,His erratic form made him a risk for any team seeking consistency.,,,,,,,,,,0,False,,2026-03-27 14:08:16,True
290,509.80,Add fuel to the fire,2,Idiomatic Expression,,,She read the riot act to the team after the third consecutive failure.,,,,,,,,,,3,False,,2025-08-30 14:08:16,True
291,519.80,Opt out,3,Phrasal Verb,,,The committee agreed to look into the matter before the next session.,,,,,,,,,,0,True,,2026-02-21 14:08:16,True
292,529.80,Immaculate,1,Adjective,,,,,,,,Bengali translation of Immaculate,,,,,0,False,,2025-09-25 14:08:16,True
293,539.80,Blow hot and cold,2,Idiomatic Expression,,,,,,,,Bengali translation of Read the riot act,,,,,3,False,,2025-06-04 14:08:16,True
294,549.80,Phase out,3,Phrasal Verb,,,,,,,,Bengali translation of Look up to,,,,,0,True,,2025-11-07 14:08:16,True
295,-24.00,Critic,1,Common Noun,The meaning or usage of Critic.,,An example sentence using Critic in context.,,,,,Bengali translation of Critic,,,,,0,False,,2025-07-18 14:08:16,True
296,559.80,Come to a head,2,Idiomatic Expression,The meaning or usage of Bite the bullet.,,An example sentence using Bite the bullet in context.,,,,,Bengali translation of Bite the bullet,,,,,3,True,,2025-10-24 14:08:16,True
297,559.90,Reach out,3,Phrasal Verb,The meaning or usage of Hold on.,,An example sentence using Hold on in context.,,,,,Bengali translation of Hold on,,,,,3,False,,2025-06-05 14:08:16,True
298,-24.00,Languor,1,Common Noun,The meaning or usage of Critic.,,An example sentence using Critic in context.,,,,,,,,,,0,True,,2025-08-27 14:08:16,True
299,560.00,Drop the ball,2,Idiomatic Expression,To do something innovative or pioneering.,,An example sentence using Break new ground in context.,,,,,,,,,,0,False,,2025-08-07 14:08:16,True
300,560.10,Versed in,3,Appropriate Preposition,The correct preposition following 'qualified'.,,He was fully qualified for the role but was passed over anyway.,,,,,,,,,,0,False,,2026-03-27 14:08:16,True
301,-24.00,Mendacity,1,Common Noun,The meaning or usage of Critic.,,,,,,,Bengali translation of Critic,,,,,0,False,,2026-01-07 14:08:16,True
302,560.20,Every cloud has a silver lining,2,Idiomatic Expression,"Done openly and without concealment, during the day.",,,,,,,Bengali translation of In broad daylight,,,,,0,False,,2025-12-30 14:08:16,True
303,560.30,Sort out,3,Phrasal Verb,To cancel an event or arrangement that had been planned.,,,,,,,Bengali translation of Call off,,,,,0,True,,2025-06-16 14:08:16,True
304,-24.00,Notoriety,1,Common Noun,,,An example sentence using Critic in context.,,,,,Bengali translation of Critic,,,,,0,False,,2025-07-18 14:08:16,True
305,560.40,Fall on deaf ears,2,Idiomatic Expression,,,An example sentence using Catch red-handed in context.,,,,,Bengali translation of Catch red-handed,,,,,3,True,,2025-04-25 14:08:16,True
306,560.50,Tone down,3,Phrasal Verb,,,An example sentence using Break out in context.,,,,,Bengali translation of Break out,,,,,0,False,,2026-01-02 14:08:16,True
307,-24.00,Oblivion,1,Common Noun,The meaning or usage of Critic.,,,,,,,,,,,,0,False,,2025-07-18 14:08:16,True
308,560.60,Give the benefit of the doubt,2,Idiomatic Expression,The meaning or usage of Sit on the fence.,,,,,,,,,,,,3,True,,2025-09-26 14:08:16,True
309,560.70,Weary of,3,Appropriate Preposition,The correct preposition following 'accuse'.,,,,,,,,,,,,0,True,,2026-01-06 14:08:16,True
310,-24.00,Piety,1,Common Noun,,,An example sentence using Critic in context.,,,,,,,,,,0,True,,2025-04-22 14:08:16,True
311,560.80,Have the upper hand,2,Idiomatic Expression,,,An example sentence using Act promptly in context.,,,,,,,,,,0,False,,2025-09-07 14:08:16,True
312,560.90,Vouch for,3,Phrasal Verb,,,An example sentence using Catch up in context.,,,,,,,,,,0,False,,2025-10-31 14:08:16,True
313,-24.00,Remorse,1,Common Noun,,,,,,,,Bengali translation of Critic,,,,,0,False,,2026-01-28 14:08:16,True
314,561.00,In the same boat,2,Idiomatic Expression,,,,,,,,Bengali translation of Take the plunge,,,,,3,True,,2025-06-16 14:08:16,True
315,561.10,Accustomed to,3,Appropriate Preposition,,,,,,,,Bengali translation of Averse to,,,,,1,False,,2026-01-09 14:08:16,True
316,-90.00,Strip,1,Transitive Verb,The meaning or usage of Strip.,,An example sentence using Strip in context.,,,,,Bengali translation of Strip,,,,,0,False,,2026-03-21 14:08:16,True
317,-77.00,Keep one's options open,2,Idiomatic Expression,Without being noticed or detected by others.,,The initiative had been operating under the radar for almost a year.,,,,,Bengali translation of Under the radar,,,,,3,True,,2025-08-31 14:08:16,True
318,-37.00,Walk out,3,Phrasal Verb,To admire and respect someone.,,An example sentence using Look up to in context.,,,,,Bengali translation of Look up to,,,,,0,False,,2025-05-09 14:08:16,True
319,-90.00,Belittle,1,Transitive Verb,The meaning or usage of Strip.,,An example sentence using Strip in context.,,,,,,,,,,0,False,,2025-08-23 14:08:16,True
320,-77.00,Lose one's thread,2,Idiomatic Expression,Without being noticed or detected by others.,,The initiative had been operating under the radar for almost a year.,,,,,,,,,,3,True,,2025-08-11 14:08:16,True
